--------------------------------------------------------------------------------
|Rank|    Word    |Actual Freq | Zipf Frac  | Zipf Freq  |Actual Diff |Pct Diff|
| 957|beruvchi    |         263|       1/957|       40.10|      222.90| 655.84%|
| 958|jazosi      |         263|       1/958|       40.06|      222.94| 656.52%|
| 959|paydo       |         262|       1/959|       40.02|      221.98| 654.71%|
| 960|keltirilgan |         262|       1/960|       39.98|      222.02| 655.39%|
| 961|chuqur      |         262|       1/961|       39.93|      222.07| 656.08%|
| 962|bunga       |         262|       1/962|       39.89|      222.11| 656.76%|
| 963|miqdori     |         261|       1/963|       39.85|      221.15| 654.93%|
| 964|choralar    |         261|       1/964|       39.81|      221.19| 655.61%|
| 965|metrsekund  |         261|       1/965|       39.77|      221.23| 656.29%|
| 966|banki       |         260|       1/966|       39.73|      220.27| 654.45%|
| 967|sobiq       |         260|       1/967|       39.69|      220.31| 655.13%|
| 968|koreya      |         260|       1/968|       39.65|      220.35| 655.81%|
| 969|oav         |         260|       1/969|       39.60|      220.40| 656.49%|
| 970|islohotlar  |         260|       1/970|       39.56|      220.44| 657.16%|
| 971|global      |         260|       1/971|       39.52|      220.48| 657.84%|
| 972|yalpi       |         260|       1/972|       39.48|      220.52| 658.52%|
| 973|aholiga     |         258|       1/973|       39.44|      218.56| 654.13%|
| 974|shunga      |         258|       1/974|       39.40|      218.60| 654.80%|
| 975|muddati     |         258|       1/975|       39.36|      218.64| 655.47%|
| 976|hududlar    |         258|       1/976|       39.32|      218.68| 656.14%|
| 977|tizimida    |         257|       1/977|       39.28|      217.72| 654.27%|
| 978|v           |         257|       1/978|       39.24|      217.76| 654.94%|
| 979|jarayoni    |         257|       1/979|       39.20|      217.80| 655.61%|
| 980|o`zgartirib |         257|       1/980|       39.16|      217.84| 656.28%|
| 981|olishga     |         256|       1/981|       39.12|      216.88| 654.39%|
| 982|xitoy       |         256|       1/982|       39.08|      216.92| 655.06%|
| 983|talabalar   |         256|       1/983|       39.04|      216.96| 655.73%|
| 984|kengashining|         256|       1/984|       39.00|      217.00| 656.39%|
| 985|talablariga |         255|       1/985|       38.96|      216.04| 654.49%|
| 986|o`tkazilishi|         255|       1/986|       38.92|      216.08| 655.16%|
| 987|tashrifi    |         255|       1/987|       38.88|      216.12| 655.82%|
| 988|bag`ishlangan|         255|       1/988|       38.84|      216.16| 656.49%|
| 989|urib        |         255|       1/989|       38.80|      216.20| 657.15%|
| 990|xotinqizlar |         254|       1/990|       38.76|      215.24| 655.24%|
| 991|tayyor      |         254|       1/991|       38.73|      215.27| 655.90%|
| 992|vaqti       |         253|       1/992|       38.69|      214.31| 653.98%|
| 993|narxi       |         253|       1/993|       38.65|      214.35| 654.63%|
| 994|alisher     |         253|       1/994|       38.61|      214.39| 655.29%|
| 995|tavsiya     |         253|       1/995|       38.57|      214.43| 655.95%|
| 996|nafardan    |         252|       1/996|       38.53|      213.47| 654.02%|
| 997|fuqarolarga |         252|       1/997|       38.49|      213.51| 654.67%|
| 998|mahallasida |         252|       1/998|       38.45|      213.55| 655.33%|
| 999|borilayotgan|         251|       1/999|       38.42|      212.58| 653.38%|
|1000|jiddiy      |         251|      1/1000|       38.38|      212.62| 654.04%|
--------------------------------------------------------------------------------
